,decade,school,counts,image_url
248,1790,london,1,http://farm8.staticflickr.com/7381/11219185525_301328b86d_b.jpg
249,1790,london],1,http://farm4.staticflickr.com/3803/11219191336_d2c62b62a1_b.jpg
250,1790,"poincot, paris,] 1788-93",1,http://farm4.staticflickr.com/3778/11219300323_2359d12e04_b.jpg
251,1790,"london,]",1,http://farm4.staticflickr.com/3797/11219198216_9e1d2987cf_b.jpg
252,1790,london,1,http://farm3.staticflickr.com/2808/11219191864_f0d247ca50_b.jpg
253,1790,london,1,http://farm6.staticflickr.com/5485/11219294673_6c5812e245_b.jpg
254,1790,london,1,http://farm3.staticflickr.com/2850/11219176484_0783a13fbc_b.jpg
255,1790,"poincot, paris,] 1788-93",1,http://farm6.staticflickr.com/5519/11219181704_51e8d3dd7d_b.jpg
256,1790,"poincot, paris,] 1788-93",1,http://farm4.staticflickr.com/3794/11219181965_c4256c8c6c_b.jpg
257,1790,london,1,http://farm6.staticflickr.com/5480/11219202396_7f2653ca97_b.jpg
258,1790,london,1,http://farm6.staticflickr.com/5540/11219201716_4afdcee201_b.jpg
259,1790,london,1,http://farm6.staticflickr.com/5520/11219193155_e96ae94451_b.jpg
260,1790,london,1,http://farm3.staticflickr.com/2857/11000575576_af505262ac_b.jpg
261,1790,"poincot, paris,] 1788-93",1,http://farm6.staticflickr.com/5536/11219303213_731e95f2a6_b.jpg
262,1790,london,1,http://farm4.staticflickr.com/3823/11219175335_cbc42960a2_b.jpg
263,1790,london,1,http://farm4.staticflickr.com/3786/11219196344_8de571eb1e_b.jpg
264,1790,london,1,http://farm6.staticflickr.com/5472/11219192595_06a4f19eb5_b.jpg
265,1800,dublin,1,http://farm4.staticflickr.com/3756/11219260246_473bb27fbd_b.jpg
266,1800,chicago,1,http://farm6.staticflickr.com/5509/11219314994_edceaee6fc_b.jpg
267,1800,london,1,http://farm6.staticflickr.com/5478/11219465265_e993ed0918_b.jpg
268,1800,chicago,1,http://farm8.staticflickr.com/7347/11219275775_46721e2ce0_b.jpg
269,1800,london,1,http://farm6.staticflickr.com/5526/11219544245_0ea55fdce5_b.jpg
270,1800,london,1,http://farm8.staticflickr.com/7337/11219239596_a514ede911_b.jpg
271,1800,london,1,http://farm8.staticflickr.com/7395/11219629595_6d26e2b999_b.jpg
272,1800,london,1,http://farm3.staticflickr.com/2855/11219611506_ce4a8974dc_b.jpg
273,1800,chicago,1,http://farm4.staticflickr.com/3708/11219254914_56c76d8f9b_b.jpg
274,1800,bristol,1,http://farm4.staticflickr.com/3713/11219379974_55f2ab9ce0_b.jpg
275,1800,london,1,http://farm8.staticflickr.com/7444/11219604756_dbc4e27474_b.jpg
276,1800,chicago,1,http://farm8.staticflickr.com/7441/11219322225_34c85a44db_b.jpg
277,1800,chicago,1,http://farm4.staticflickr.com/3809/11219393533_034bd5afb5_b.jpg
278,1800,london,1,http://farm8.staticflickr.com/7428/11219609033_3fe4303de3_b.jpg
279,1800,chicago,1,http://farm6.staticflickr.com/5515/11219438674_c48980bf1f_b.jpg
280,1800,chicago,1,http://farm4.staticflickr.com/3755/11219444536_04b40d8aa9_b.jpg
281,1800,paris,1,http://farm4.staticflickr.com/3681/11219470574_16eec52d4e_b.jpg
282,1800,chicago,1,http://farm8.staticflickr.com/7409/11219304334_67012573ec_b.jpg
283,1800,new york,1,http://farm4.staticflickr.com/3718/11219246514_74b8137ae9_b.jpg
284,1800,london,1,http://farm6.staticflickr.com/5533/11219196584_8c51121572_b.jpg
285,1800,chicago,1,http://farm4.staticflickr.com/3709/11219502593_66330d4f1a_b.jpg
286,1800,chicago,1,http://farm8.staticflickr.com/7343/11219271074_482647b0f2_b.jpg
287,1800,paris,1,http://farm3.staticflickr.com/2836/11219464446_21a09bf8e4_b.jpg
288,1800,london,1,http://farm4.staticflickr.com/3693/11219509985_71bec51890_b.jpg
289,1800,london,1,http://farm8.staticflickr.com/7383/11219622863_e81673d238_b.jpg
290,1810,edinburgh,1,http://farm4.staticflickr.com/3718/11219921974_819a6fa41d_b.jpg
291,1810,london,1,http://farm3.staticflickr.com/2889/11220081803_aa5e4400ac_b.jpg
292,1810,london,1,http://farm8.staticflickr.com/7333/11219900534_851ee43f19_b.jpg
293,1810,edinburgh,1,http://farm8.staticflickr.com/7313/11219876905_0e2bc6dd65_b.jpg
294,1810,london,1,http://farm4.staticflickr.com/3808/11219754786_035d482ea6_b.jpg
295,1810,london,1,http://farm6.staticflickr.com/5485/11219856133_bc28e06537_b.jpg
296,1810,london,1,http://farm8.staticflickr.com/7419/11220072053_70dc7129d1_b.jpg
297,1810,edinburgh,1,http://farm3.staticflickr.com/2859/11219946155_58e92ec0af_b.jpg
298,1810,westminster,1,http://farm6.staticflickr.com/5505/11219800605_e34c3db369_b.jpg
299,1810,enk,1,http://farm6.staticflickr.com/5483/11219836673_f17719d60f_b.jpg
300,1810,london,1,http://farm3.staticflickr.com/2871/11219931653_d3c05b51b2_b.jpg
301,1810,london,1,http://farm3.staticflickr.com/2832/11219864935_1a27039a9b_b.jpg
